,ano,ocupacao,Estado,Valor,ativo_problematico_deflacionado,ativo_problematico/pop
1138,2021,Empregado de entidades sem fins lucrativos,AMAPÁ,733759.0,157709.1788900638,0.21493321225370157
1139,2021,Empresário,AMAPÁ,733759.0,36322561.38929831,49.50203185146392
1140,2021,MEI,AMAPÁ,733759.0,2619519.743437441,3.5700001545976825
1141,2021,Outros,AMAPÁ,733759.0,131886507.76789115,179.74090643915937
1142,2021,Servidor ou empregado público,AMAPÁ,733759.0,224077824.97651985,305.38340923453046
1163,2022,Aposentado/pensionista,AMAPÁ,733759.0,55857821.77506004,76.12556953313015
1164,2022,Autônomo,AMAPÁ,733759.0,18768409.69610901,25.578438828156127
1165,2022,Empregado de empresa privada,AMAPÁ,733759.0,54652116.14294578,74.48237928658563
1166,2022,Empregado de entidades sem fins lucrativos,AMAPÁ,733759.0,84172.53198072236,0.11471413908479808
1167,2022,Empresário,AMAPÁ,733759.0,49163113.51520661,67.00171788721721
1168,2022,MEI,AMAPÁ,733759.0,4730835.228522869,6.447396527365074
1169,2022,Outros,AMAPÁ,733759.0,206597928.60987437,281.56101473354926
1170,2022,Servidor ou empregado público,AMAPÁ,733759.0,269049852.0495331,366.6733246877151
1191,2012,Aposentado/pensionista,BAHIA,14141626.0,277902304.4188402,19.651368549758015
1192,2012,Autônomo,BAHIA,14141626.0,665613487.8373898,47.06767721317123
1193,2012,Empregado de empresa privada,BAHIA,14141626.0,671937621.3970445,47.51487710091078
1194,2012,Empregado de entidades sem fins lucrativos,BAHIA,14141626.0,6754544.053146313,0.4776356023802576
1195,2012,Empresário,BAHIA,14141626.0,1038902451.4553589,73.46414418365744
1196,2012,Outros,BAHIA,14141626.0,3698481339.3850985,261.53154802602603
1197,2012,Servidor ou empregado público,BAHIA,14141626.0,858399625.1496681,60.70020697405433
1219,2013,Aposentado/pensionista,BAHIA,14141626.0,275193216.7959933,19.459800223538178
1220,2013,Autônomo,BAHIA,14141626.0,676960899.6405693,47.870089312259374
1221,2013,Empregado de empresa privada,BAHIA,14141626.0,749348149.4827124,52.98882529369058
1222,2013,Empregado de entidades sem fins lucrativos,BAHIA,14141626.0,5206942.684710864,0.3681997165468005
1223,2013,Empresário,BAHIA,14141626.0,1182026988.1772022,83.58494194212194
1224,2013,Outros,BAHIA,14141626.0,4097993946.7659082,289.78237345308867
1225,2013,Servidor ou empregado público,BAHIA,14141626.0,1032865381.0493733,73.03724345767405
1246,2014,Aposentado/pensionista,BAHIA,14141626.0,251628930.95734695,17.793493545745513
1247,2014,Autônomo,BAHIA,14141626.0,641058576.438591,45.33132020593608
1248,2014,Empregado de empresa privada,BAHIA,14141626.0,682077050.7835479,48.23186886596689
1249,2014,Empregado de entidades sem fins lucrativos,BAHIA,14141626.0,5885478.054191053,0.41618114170117726
1250,2014,Empresário,BAHIA,14141626.0,1045137205.1712034,73.90502373427238
1251,2014,Outros,BAHIA,14141626.0,4120175140.479438,291.35087722440386
1252,2014,Servidor ou empregado público,BAHIA,14141626.0,845085964.3035183,59.75875506137118
1273,2015,Aposentado/pensionista,BAHIA,14141626.0,244228238.865075,17.270166730832436
1274,2015,Autônomo,BAHIA,14141626.0,674221792.0084025,47.676398174326096
1275,2015,Empregado de empresa privada,BAHIA,14141626.0,701075730.4303116,49.57532679978325
1276,2015,Empregado de entidades sem fins lucrativos,BAHIA,14141626.0,6821295.555455706,0.4823558164708716
1277,2015,Empresário,BAHIA,14141626.0,1282848016.239232,90.71432211820847
1278,2015,Outros,BAHIA,14141626.0,4520369840.145289,319.649935597596
1279,2015,Servidor ou empregado público,BAHIA,14141626.0,797560540.2787657,56.39807899592067
1300,2016,Aposentado/pensionista,BAHIA,14141626.0,366078718.1848573,25.88660725328596
1301,2016,Autônomo,BAHIA,14141626.0,447695859.10025555,31.658018611173535
1302,2016,Empregado de empresa privada,BAHIA,14141626.0,733681409.07597,51.88097953346879
1303,2016,Empregado de entidades sem fins lucrativos,BAHIA,14141626.0,2674439.40777213,0.18911823914535217
1304,2016,Empresário,BAHIA,14141626.0,1264819550.9772563,89.43947117377141
1305,2016,MEI,BAHIA,14141626.0,33360879.75052106,2.3590554403376993
1306,2016,Outros,BAHIA,14141626.0,4597627536.5988245,325.11307657258254
1307,2016,Servidor ou empregado público,BAHIA,14141626.0,877048312.1729441,62.018915800272474
1329,2017,Aposentado/pensionista,BAHIA,14141626.0,494141174.05302674,34.942316679356864
1330,2017,Autônomo,BAHIA,14141626.0,784515701.7457601,55.47563637630921
1331,2017,Empregado de empresa privada,BAHIA,14141626.0,975566313.4623163,68.98544152294201
1332,2017,Empregado de entidades sem fins lucrativos,BAHIA,14141626.0,5284909.757845092,0.37371301983556143
1333,2017,Empresário,BAHIA,14141626.0,1473009011.0057275,104.1612195801054
1334,2017,MEI,BAHIA,14141626.0,70373943.6075148,4.9763686019920765
1335,2017,Outros,BAHIA,14141626.0,2642524088.3911047,186.86140394259505
1336,2017,Servidor ou empregado público,BAHIA,14141626.0,907534682.8467516,64.17470542968337
1357,2018,Aposentado/pensionista,BAHIA,14141626.0,534785640.2763836,37.81641801843604
1358,2018,Autônomo,BAHIA,14141626.0,747889479.4277403,52.88567802795381
1359,2018,Empregado de empresa privada,BAHIA,14141626.0,975642828.214796,68.99085212795161
1360,2018,Empregado de entidades sem fins lucrativos,BAHIA,14141626.0,4963525.662739593,0.3509869135797816
1361,2018,Empresário,BAHIA,14141626.0,1374089866.430752,97.16632772149059
1362,2018,MEI,BAHIA,14141626.0,90635042.04154825,6.409096241234796
1363,2018,Outros,BAHIA,14141626.0,2568039748.1944103,181.59437593628982
1364,2018,Servidor ou empregado público,BAHIA,14141626.0,812293862.0245993,57.439919711113795
1385,2019,Aposentado/pensionista,BAHIA,14141626.0,579668875.0372663,40.9902563564661
1386,2019,Autônomo,BAHIA,14141626.0,815812735.5976343,57.688750614507434
1387,2019,Empregado de empresa privada,BAHIA,14141626.0,1161261475.9954407,82.11654557937261
1388,2019,Empregado de entidades sem fins lucrativos,BAHIA,14141626.0,5292219.91079071,0.37422994433530554
1389,2019,Empresário,BAHIA,14141626.0,1322124322.3575928,93.49167644212856
1390,2019,MEI,BAHIA,14141626.0,112713423.05138034,7.970329794563959
1391,2019,Outros,BAHIA,14141626.0,3127787234.8711314,221.17592664882605
1392,2019,Servidor ou empregado público,BAHIA,14141626.0,928500446.2581095,65.65726220295385
1413,2020,Aposentado/pensionista,BAHIA,14141626.0,629220388.0648696,44.494203712138166
1414,2020,Autônomo,BAHIA,14141626.0,813179662.7665701,57.50255753946329
1415,2020,Empregado de empresa privada,BAHIA,14141626.0,1299201602.609272,91.87073697248618
1416,2020,Empregado de entidades sem fins lucrativos,BAHIA,14141626.0,6297484.856188375,0.4453154719399576
1417,2020,Empresário,BAHIA,14141626.0,1488553949.7735188,105.26045235346479
1418,2020,MEI,BAHIA,14141626.0,147289464.4932917,10.415313238611438
1419,2020,Outros,BAHIA,14141626.0,3088105985.234482,218.3699374622467
1420,2020,Servidor ou empregado público,BAHIA,14141626.0,1050149289.0801702,74.25944435810777
1441,2021,Aposentado/pensionista,BAHIA,14141626.0,655908454.3335406,46.38140298248169
1442,2021,Autônomo,BAHIA,14141626.0,795905037.3280784,56.28101304108017
1443,2021,Empregado de empresa privada,BAHIA,14141626.0,1474325006.00413,104.25427783227543
1444,2021,Empregado de entidades sem fins lucrativos,BAHIA,14141626.0,6266701.12000151,0.4431386546357194
1445,2021,Empresário,BAHIA,14141626.0,1385598634.514708,97.98014984378091
1446,2021,MEI,BAHIA,14141626.0,160864178.2563662,11.375225045292966
1447,2021,Outros,BAHIA,14141626.0,3952148694.262804,279.4691851038066
1448,2021,Servidor ou empregado público,BAHIA,14141626.0,1224545582.952772,86.59156895768365
1469,2022,Aposentado/pensionista,BAHIA,14141626.0,740630631.1393969,52.372381446051314
1470,2022,Autônomo,BAHIA,14141626.0,928345847.7475486,65.64633004348642
1471,2022,Empregado de empresa privada,BAHIA,14141626.0,2070028507.5849128,146.3783943646164
1472,2022,Empregado de entidades sem fins lucrativos,BAHIA,14141626.0,8150170.623927082,0.5763248599508346
1473,2022,Empresário,BAHIA,14141626.0,1637496714.3933694,115.79267577811558
1474,2022,MEI,BAHIA,14141626.0,249151335.59365907,17.618294784041034
1475,2022,Outros,BAHIA,14141626.0,5582746802.053406,394.774038151865
1476,2022,Servidor ou empregado público,BAHIA,14141626.0,1615141092.749493,114.21183764508359
1497,2012,Aposentado/pensionista,CEARÁ,8794957.0,178546742.037333,20.301036382250988
1498,2012,Autônomo,CEARÁ,8794957.0,287989529.01561207,32.74484787311775
1499,2012,Empregado de empresa privada,CEARÁ,8794957.0,230936433.74249157,26.25782408515375
1500,2012,Empregado de entidades sem fins lucrativos,CEARÁ,8794957.0,2396213.3243835145,0.2724531028842454
1501,2012,Empresário,CEARÁ,8794957.0,436433416.33965725,49.62314384705431
1502,2012,Outros,CEARÁ,8794957.0,2127491884.3438404,241.89906606068004
1503,2012,Servidor ou empregado público,CEARÁ,8794957.0,445626031.6868031,50.66835820650437
1523,2013,Aposentado/pensionista,CEARÁ,8794957.0,173903418.1125639,19.773083383189242
1524,2013,Autônomo,CEARÁ,8794957.0,273087135.4889316,31.05042304231068
1525,2013,Empregado de empresa privada,CEARÁ,8794957.0,242660616.50990534,27.59088151424792
1526,2013,Empregado de entidades sem fins lucrativos,CEARÁ,8794957.0,2365114.527889359,0.26891712237926335
1527,2013,Empresário,CEARÁ,8794957.0,413584817.5080084,47.02522337607886
1528,2013,Outros,CEARÁ,8794957.0,2106688362.1299949,239.53367391449382
1529,2013,Servidor ou empregado público,CEARÁ,8794957.0,410778755.6226484,46.7061698678741
1549,2014,Aposentado/pensionista,CEARÁ,8794957.0,164314583.24248222,18.682818260792203
1550,2014,Autônomo,CEARÁ,8794957.0,254008722.8484325,28.881178480853574
1551,2014,Empregado de empresa privada,CEARÁ,8794957.0,232663933.59407237,26.45424344815698
1552,2014,Empregado de entidades sem fins lucrativos,CEARÁ,8794957.0,2475945.292485434,0.2815187490382766
1553,2014,Empresário,CEARÁ,8794957.0,388026591.2690881,44.119214143865406
1554,2014,Outros,CEARÁ,8794957.0,2106298652.7716136,239.48936336716753
1555,2014,Servidor ou empregado público,CEARÁ,8794957.0,382989776.55117464,43.54652064258809
1575,2015,Aposentado/pensionista,CEARÁ,8794957.0,147683209.72277784,16.791805772646512
1576,2015,Autônomo,CEARÁ,8794957.0,281614246.9789231,32.01996860006514
1577,2015,Empregado de empresa privada,CEARÁ,8794957.0,229429216.4458047,26.08645118399154
1578,2015,Empregado de entidades sem fins lucrativos,CEARÁ,8794957.0,1644348.5674561192,0.18696493541197748
1579,2015,Empresário,CEARÁ,8794957.0,420343501.69420344,47.79369605720681
1580,2015,Outros,CEARÁ,8794957.0,2354508721.564248,267.71122605423176
1581,2015,Servidor ou empregado público,CEARÁ,8794957.0,347722583.890264,39.536587147641995
1601,2016,Aposentado/pensionista,CEARÁ,8794957.0,161661610.06100544,18.38117117127525
1602,2016,Autônomo,CEARÁ,8794957.0,148976139.4568579,16.938813851717285
1603,2016,Empregado de empresa privada,CEARÁ,8794957.0,293174853.38910335,33.334427148319584
1604,2016,Empregado de entidades sem fins lucrativos,CEARÁ,8794957.0,1208141.2980614132,0.13736750481684143
1605,2016,Empresário,CEARÁ,8794957.0,431629693.90306425,49.07695329301374
1606,2016,MEI,CEARÁ,8794957.0,19408133.747679234,2.206734353298059
1607,2016,Outros,CEARÁ,8794957.0,2487630013.0828586,282.84731955856734
1608,2016,Servidor ou empregado público,CEARÁ,8794957.0,465789611.02651304,52.96098787367727
1629,2017,Aposentado/pensionista,CEARÁ,8794957.0,219933131.5694839,25.006731877084096
1630,2017,Autônomo,CEARÁ,8794957.0,313357578.86028826,35.629233759788505
1631,2017,Empregado de empresa privada,CEARÁ,8794957.0,401479594.8814758,45.64884113492264
1632,2017,Empregado de entidades sem fins lucrativos,CEARÁ,8794957.0,3170558.2091297195,0.3604972951123831
1633,2017,Empresário,CEARÁ,8794957.0,567958612.6020817,64.57775889092825
1634,2017,MEI,CEARÁ,8794957.0,44765578.61479057,5.0899144378750885
1635,2017,Outros,CEARÁ,8794957.0,1471378416.4433405,167.2979659188033
1636,2017,Servidor ou empregado público,CEARÁ,8794957.0,494219326.0134486,56.19348974798269
1657,2018,Aposentado/pensionista,CEARÁ,8794957.0,226333104.30364257,25.734418520027166
1658,2018,Autônomo,CEARÁ,8794957.0,300250332.9543134,34.13891994631849
1659,2018,Empregado de empresa privada,CEARÁ,8794957.0,423562608.9062254,48.15971344785715
1660,2018,Empregado de entidades sem fins lucrativos,CEARÁ,8794957.0,4390707.4773381455,0.49923012441540593
1661,2018,Empresário,CEARÁ,8794957.0,500017451.39428073,56.852745430623564
1662,2018,MEI,CEARÁ,8794957.0,59072969.00780391,6.71668650657461
1663,2018,Outros,CEARÁ,8794957.0,1427741531.8976893,162.33638571486927
1664,2018,Servidor ou empregado público,CEARÁ,8794957.0,463723152.4237637,52.72602838464858
1685,2019,Aposentado/pensionista,CEARÁ,8794957.0,242627025.2605421,27.58706213805731
1686,2019,Autônomo,CEARÁ,8794957.0,348652493.10956675,39.642319241534295
1687,2019,Empregado de empresa privada,CEARÁ,8794957.0,522764114.78031385,59.43907568624996
1688,2019,Empregado de entidades sem fins lucrativos,CEARÁ,8794957.0,2970195.3529092013,0.33771573333550137
1689,2019,Empresário,CEARÁ,8794957.0,564285777.5156212,64.1601519502166
1690,2019,MEI,CEARÁ,8794957.0,72915680.14984158,8.290623837028603
1691,2019,Outros,CEARÁ,8794957.0,1770769379.9927173,201.33917425551
1692,2019,Servidor ou empregado público,CEARÁ,8794957.0,511624302.9399872,58.17246212118913
1713,2020,Aposentado/pensionista,CEARÁ,8794957.0,278640823.6007972,31.681885835348275
1714,2020,Autônomo,CEARÁ,8794957.0,379959240.8784925,43.20194412303465
1715,2020,Empregado de empresa privada,CEARÁ,8794957.0,593119351.0217968,67.43857315297811
1716,2020,Empregado de entidades sem fins lucrativos,CEARÁ,8794957.0,3090618.248250458,0.35140799986292803
1717,2020,Empresário,CEARÁ,8794957.0,623708436.1963105,70.91659870495222
1718,2020,MEI,CEARÁ,8794957.0,94325829.17983834,10.72499037571626
1719,2020,Outros,CEARÁ,8794957.0,1845370945.725773,209.82148584987658
1720,2020,Servidor ou empregado público,CEARÁ,8794957.0,600370005.2120029,68.26298357251808
1741,2021,Aposentado/pensionista,CEARÁ,8794957.0,293718201.93049884,33.396206704648904
1742,2021,Autônomo,CEARÁ,8794957.0,420570582.5141969,47.81951549213906
1743,2021,Empregado de empresa privada,CEARÁ,8794957.0,690591298.0321076,78.52128191554633
1744,2021,Empregado de entidades sem fins lucrativos,CEARÁ,8794957.0,3713572.9244911056,0.4222388949134266
1745,2021,Empresário,CEARÁ,8794957.0,606750924.5558268,68.98850381597394
1746,2021,MEI,CEARÁ,8794957.0,104757299.72537671,11.911064457208456
1747,2021,Outros,CEARÁ,8794957.0,2432717686.5900354,276.60370443994617
1748,2021,Servidor ou empregado público,CEARÁ,8794957.0,743617200.1185206,84.55040770733963
1769,2022,Aposentado/pensionista,CEARÁ,8794957.0,329998878.1268139,37.52137482045835
1770,2022,Autônomo,CEARÁ,8794957.0,522693921.59418476,59.4310946141277
1771,2022,Empregado de empresa privada,CEARÁ,8794957.0,1030392573.8270917,117.15720427366406
1772,2022,Empregado de entidades sem fins lucrativos,CEARÁ,8794957.0,4706328.41918927,0.5351167059929082
1773,2022,Empresário,CEARÁ,8794957.0,782556080.5792888,88.97781769476404
1774,2022,MEI,CEARÁ,8794957.0,154962340.63382223,17.619454038697658
1775,2022,Outros,CEARÁ,8794957.0,3437763738.513225,390.87897058657876
1776,2022,Servidor ou empregado público,CEARÁ,8794957.0,1057591490.5567204,120.24976251239435
1797,2012,Aposentado/pensionista,DISTRITO FEDERAL,2817381.0,240849727.54894957,85.48709867389238
1798,2012,Autônomo,DISTRITO FEDERAL,2817381.0,219481495.32657287,77.90266752227436
1799,2012,Empregado de empresa privada,DISTRITO FEDERAL,2817381.0,415820613.85092175,147.59118977906138
1800,2012,Empregado de entidades sem fins lucrativos,DISTRITO FEDERAL,2817381.0,11266784.173147196,3.999027527035639
1801,2012,Empresário,DISTRITO FEDERAL,2817381.0,491157709.60097,174.33130613181888
1802,2012,Outros,DISTRITO FEDERAL,2817381.0,1723851099.49339,611.8629675906063
1803,2012,Servidor ou empregado público,DISTRITO FEDERAL,2817381.0,1310244948.2857902,465.0577782294231
1824,2013,Aposentado/pensionista,DISTRITO FEDERAL,2817381.0,225078637.2604338,79.88931467218448
1825,2013,Autônomo,DISTRITO FEDERAL,2817381.0,207075505.41468772,73.49929080045891
1826,2013,Empregado de empresa privada,DISTRITO FEDERAL,2817381.0,443114128.99993736,157.2787383033879
1827,2013,Empregado de entidades sem fins lucrativos,DISTRITO FEDERAL,2817381.0,13543917.694122683,4.807272319264836
1828,2013,Empresário,DISTRITO FEDERAL,2817381.0,513884584.9118541,182.3979734767339
1829,2013,Outros,DISTRITO FEDERAL,2817381.0,1787062812.4969964,634.2993058081233
1830,2013,Servidor ou empregado público,DISTRITO FEDERAL,2817381.0,1277384104.8618605,453.3941646024661
1852,2014,Aposentado/pensionista,DISTRITO FEDERAL,2817381.0,212468266.03581205,75.41339493515859
1853,2014,Autônomo,DISTRITO FEDERAL,2817381.0,208214386.2636664,73.90352467900735
1854,2014,Empregado de empresa privada,DISTRITO FEDERAL,2817381.0,394508280.0727019,140.02659919716285
1855,2014,Empregado de entidades sem fins lucrativos,DISTRITO FEDERAL,2817381.0,14191808.776588658,5.03723450132895
1856,2014,Empresário,DISTRITO FEDERAL,2817381.0,454177453.8593758,161.20555006915137
1857,2014,Outros,DISTRITO FEDERAL,2817381.0,1874279386.4813056,665.2559190543649
1858,2014,Servidor ou empregado público,DISTRITO FEDERAL,2817381.0,1144188528.36614,406.117783986667
1880,2015,Aposentado/pensionista,DISTRITO FEDERAL,2817381.0,194721043.10406184,69.11420326326537
1881,2015,Autônomo,DISTRITO FEDERAL,2817381.0,225458571.92274806,80.02416851776456
1882,2015,Empregado de empresa privada,DISTRITO FEDERAL,2817381.0,397895231.1749581,141.22876216420786
1883,2015,Empregado de entidades sem fins lucrativos,DISTRITO FEDERAL,2817381.0,10086807.409175834,3.580207082100658
1884,2015,Empresário,DISTRITO FEDERAL,2817381.0,513478482.12410754,182.25383152797139
1885,2015,Outros,DISTRITO FEDERAL,2817381.0,2159358316.7877855,766.4417119259999
1886,2015,Servidor ou empregado público,DISTRITO FEDERAL,2817381.0,1109384360.9305832,393.76440777111196
1908,2016,Aposentado/pensionista,DISTRITO FEDERAL,2817381.0,292180579.6616033,103.70644923835408
