,data_base,ocupacao,modalidade,carteira_ativa,carteira_ativa_deflacionada
73,2012-12-31,Empregado de empresa privada,Rural e agroindustrial,3399801830.92,6158161231.133188
75,2012-12-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,130057599.24,235577161.63629872
76,2012-12-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,107737056.35,195147304.62729532
77,2012-12-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,85557002.15,154971918.92197278
78,2012-12-31,Empregado de entidades sem fins lucrativos,Habitacional,383279735.88,694245878.8947936
68,2012-12-31,Empregado de empresa privada,Cartão de crédito,16289427360.65,29505519744.53463
74,2012-12-31,Empregado de empresa privada,Veículos,28320238714.5,51297282836.299194
67,2012-12-31,Autônomo,Veículos,17051938760.85,30886679111.031605
54,2012-12-31,Aposentado/pensionista,Cartão de crédito,6766960907.56,12257195679.62384
65,2012-12-31,Autônomo,Outros créditos,9360181467.73,16954372489.218939
64,2012-12-31,Autônomo,Habitacional,19104134835.83,34603882329.374985
63,2012-12-31,Autônomo,Empréstimo sem consignação em folha,7119482773.67,12895728922.726976
62,2012-12-31,Autônomo,Empréstimo com consignação em folha,3479852342.65,6303159081.709279
61,2012-12-31,Autônomo,Cartão de crédito,8448213885.74,15302498736.935745
60,2012-12-31,Aposentado/pensionista,Veículos,8303171713.6,15039779576.88688
59,2012-12-31,Aposentado/pensionista,Rural e agroindustrial,2173560429.85,3937034050.306804
58,2012-12-31,Aposentado/pensionista,Outros créditos,3512544389.75,6362375149.889089
57,2012-12-31,Aposentado/pensionista,Habitacional,3963283866.01,7178812844.228023
56,2012-12-31,Aposentado/pensionista,Empréstimo sem consignação em folha,7389642595.93,13385077369.016026
55,2012-12-31,Aposentado/pensionista,Empréstimo com consignação em folha,25877695111.32,46873031638.58008
79,2012-12-31,Empregado de entidades sem fins lucrativos,Outros créditos,81691599.05,147970400.39326468
66,2012-12-31,Autônomo,Rural e agroindustrial,19120569555.62,34633651021.57782
80,2012-12-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,103329682.41,187164098.34698394
95,2012-12-31,Outros,Empréstimo com consignação em folha,73362533978.45,132883719414.17801
82,2012-12-31,Empresário,Cartão de crédito,15974418938.36,28934935707.552166
81,2012-12-31,Empregado de entidades sem fins lucrativos,Veículos,191646382.89000002,347134740.16829413
106,2012-12-31,Servidor ou empregado público,Rural e agroindustrial,3164097446.98,5731222935.498864
105,2012-12-31,Servidor ou empregado público,Outros créditos,7910712988.36,14328907524.106403
104,2012-12-31,Servidor ou empregado público,Habitacional,41160846739.3,74555854498.72552
103,2012-12-31,Servidor ou empregado público,Empréstimo sem consignação em folha,13575471402.64,24589651351.37669
102,2012-12-31,Servidor ou empregado público,Empréstimo com consignação em folha,63246542608.71,114560326179.59256
101,2012-12-31,Servidor ou empregado público,Cartão de crédito,15848610111.18,28707054471.937744
100,2012-12-31,Outros,Veículos,104500369809.15,189284598927.24005
99,2012-12-31,Outros,Rural e agroindustrial,47768282805.57,86524098132.93884
98,2012-12-31,Outros,Outros créditos,31589535250.07,57219055980.640724
97,2012-12-31,Outros,Habitacional,88982675903.59,161176942728.95148
96,2012-12-31,Outros,Empréstimo sem consignação em folha,31584465040.85,57209872161.28738
107,2012-12-31,Servidor ou empregado público,Veículos,23446111393.12,42468632403.45705
94,2012-12-31,Outros,Cartão de crédito,44765676683.01,81085389191.68608
93,2012-12-31,MEI,Veículos,33995.81,61577.61233581033
92,2012-12-31,MEI,Outros créditos,20184.09,36560.03693899648
91,2012-12-31,MEI,Empréstimo sem consignação em folha,8527.39,15445.912765610397
90,2012-12-31,MEI,Empréstimo com consignação em folha,37389.079999999994,67723.94226913844
89,2012-12-31,MEI,Cartão de crédito,13469.01,24396.814675901318
88,2012-12-31,Empresário,Veículos,25369439749.83,45952413726.62481
87,2012-12-31,Empresário,Rural e agroindustrial,47167139022.95,85435228686.84366
86,2012-12-31,Empresário,Outros créditos,20380918898.85,36916558923.02538
85,2012-12-31,Empresário,Habitacional,34163040988.41,61880522752.56008
84,2012-12-31,Empresário,Empréstimo sem consignação em folha,13868260261.74,25119988438.856117
83,2012-12-31,Empresário,Empréstimo com consignação em folha,4820607597.79,8731708580.550795
500,2013-01-31,Empregado de empresa privada,Cartão de crédito,16373085507.64,29424567976.92606
501,2013-01-31,Empregado de empresa privada,Empréstimo com consignação em folha,11905531035.36,21395790493.361156
502,2013-01-31,Empregado de empresa privada,Empréstimo sem consignação em folha,10340143947.119999,18582585934.78071
503,2013-01-31,Empregado de empresa privada,Habitacional,58894735387.22,105841513139.09027
509,2013-01-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,86063616.31,154667532.10761756
505,2013-01-31,Empregado de empresa privada,Rural e agroindustrial,3417065031.83,6140911086.291114
506,2013-01-31,Empregado de empresa privada,Veículos,28126665660.15,50547282935.472015
507,2013-01-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,131571687.01,236451464.59768352
508,2013-01-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,110491410.76,198567461.536619
504,2013-01-31,Empregado de empresa privada,Outros créditos,11291897568.77,20293011200.956615
499,2013-01-31,Autônomo,Veículos,16879665231.09,30334957744.41561
494,2013-01-31,Autônomo,Empréstimo com consignação em folha,3603230287.09,6475474306.264747
497,2013-01-31,Autônomo,Outros créditos,9612253893.05,17274472667.692654
496,2013-01-31,Autônomo,Habitacional,19510209296.16,35062388174.24107
495,2013-01-31,Autônomo,Empréstimo sem consignação em folha,7159618453.15,12866767217.777264
487,2013-01-31,Aposentado/pensionista,Empréstimo com consignação em folha,26343346129.66,47342425382.81355
493,2013-01-31,Autônomo,Cartão de crédito,8510320225.58,15294154291.57443
492,2013-01-31,Aposentado/pensionista,Veículos,8205704507.36,14746720156.241652
491,2013-01-31,Aposentado/pensionista,Rural e agroindustrial,2167299204.97,3894919058.0614986
490,2013-01-31,Aposentado/pensionista,Outros créditos,3668080646.81,6592018852.31374
489,2013-01-31,Aposentado/pensionista,Habitacional,3989767839.06,7170132650.7941675
488,2013-01-31,Aposentado/pensionista,Empréstimo sem consignação em folha,7439829246.03,13370342522.451426
510,2013-01-31,Empregado de entidades sem fins lucrativos,Habitacional,395015419.67,709894177.4041489
498,2013-01-31,Autônomo,Rural e agroindustrial,19216764538.01,34535029709.6665
511,2013-01-31,Empregado de entidades sem fins lucrativos,Outros créditos,86379379.49,155234999.6842197
536,2013-01-31,Servidor ou empregado público,Habitacional,41844131038.98,75199355528.76369
513,2013-01-31,Empregado de entidades sem fins lucrativos,Veículos,190596711.67,342527124.5359089
486,2013-01-31,Aposentado/pensionista,Cartão de crédito,6640065078.54,11933062108.76041
535,2013-01-31,Servidor ou empregado público,Empréstimo sem consignação em folha,13721553615.82,24659419687.836674
534,2013-01-31,Servidor ou empregado público,Empréstimo com consignação em folha,64275813683.340004,115512011961.04181
533,2013-01-31,Servidor ou empregado público,Cartão de crédito,16072990454.16,28885258065.147903
532,2013-01-31,Outros,Veículos,104461199741.39,187730386634.05994
531,2013-01-31,Outros,Rural e agroindustrial,48211181018.97,86641773933.1189
530,2013-01-31,Outros,Outros créditos,32679726804.26,58729727049.34728
529,2013-01-31,Outros,Habitacional,91698128281.7,164793484265.5494
528,2013-01-31,Outros,Empréstimo sem consignação em folha,32009363167.09,57524996248.79269
527,2013-01-31,Outros,Empréstimo com consignação em folha,75302375943.0,135328181039.84969
526,2013-01-31,Outros,Cartão de crédito,44666720250.48,80271916109.11157
525,2013-01-31,MEI,Veículos,33919.73,60958.17435743909
524,2013-01-31,MEI,Outros créditos,17132.98,30790.197389617097
523,2013-01-31,MEI,Empréstimo sem consignação em folha,8230.6,14791.460600256492
522,2013-01-31,MEI,Empréstimo com consignação em folha,38419.64,69045.09894005762
521,2013-01-31,MEI,Cartão de crédito,13257.779999999999,23825.958073150014
520,2013-01-31,Empresário,Veículos,25085195259.52,45081364339.286446
519,2013-01-31,Empresário,Rural e agroindustrial,47283485892.96,84974584918.2929
518,2013-01-31,Empresário,Outros créditos,20791613825.47,37365239073.1159
517,2013-01-31,Empresário,Habitacional,34813357464.82,62564139346.28463
516,2013-01-31,Empresário,Empréstimo sem consignação em folha,14011884211.9,25181181597.4139
515,2013-01-31,Empresário,Empréstimo com consignação em folha,4997710104.95,8981536231.729359
514,2013-01-31,Empresário,Cartão de crédito,15981899064.57,28721554969.365932
512,2013-01-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,107393227.17,192999621.94973028
539,2013-01-31,Servidor ou empregado público,Veículos,23305527352.74,41883069230.220604
538,2013-01-31,Servidor ou empregado público,Rural e agroindustrial,3163403080.41,5685047508.883257
537,2013-01-31,Servidor ou empregado público,Outros créditos,8162296185.1,14668709745.283518
485,2013-02-28,Servidor ou empregado público,Veículos,23033473871.8,41041212420.92388
462,2013-02-28,Empresário,Empréstimo sem consignação em folha,13928040999.15,24817085448.552067
463,2013-02-28,Empresário,Habitacional,35445281806.83,63156662692.319145
464,2013-02-28,Empresário,Outros créditos,21184433683.6,37746579072.90555
465,2013-02-28,Empresário,Rural e agroindustrial,47716100460.49,85020897229.69244
466,2013-02-28,Empresário,Veículos,24733560595.06,44070439394.31283
467,2013-02-28,MEI,Cartão de crédito,9695.7,17275.869262462023
468,2013-02-28,MEI,Empréstimo com consignação em folha,37418.22,66672.05841290898
469,2013-02-28,MEI,Empréstimo sem consignação em folha,7917.389999999999,14107.26348174182
470,2013-02-28,MEI,Outros créditos,18139.7,32321.45029861509
472,2013-02-28,Outros,Cartão de crédito,43111318213.22,76816062500.28224
473,2013-02-28,Outros,Empréstimo com consignação em folha,76842683970.55,136918857024.44463
474,2013-02-28,Outros,Empréstimo sem consignação em folha,31945677222.04,56921041615.228806
475,2013-02-28,Outros,Habitacional,94153881586.31,167764075707.6252
476,2013-02-28,Outros,Outros créditos,33127704733.35,59027186890.97217
477,2013-02-28,Outros,Rural e agroindustrial,48761496567.37,86883591668.45868
478,2013-02-28,Outros,Veículos,103916867456.11,185159835425.6372
479,2013-02-28,Servidor ou empregado público,Cartão de crédito,15229622133.12,27136252244.65269
480,2013-02-28,Servidor ou empregado público,Empréstimo com consignação em folha,64921079460.13,115676854804.82216
481,2013-02-28,Servidor ou empregado público,Empréstimo sem consignação em folha,13860745462.74,24697177768.96561
482,2013-02-28,Servidor ou empregado público,Habitacional,42482474256.01,75695583732.24597
483,2013-02-28,Servidor ou empregado público,Outros créditos,8314122773.81,14814164843.425402
484,2013-02-28,Servidor ou empregado público,Rural e agroindustrial,3192187708.64,5687863435.925497
432,2013-02-28,Aposentado/pensionista,Cartão de crédito,6262898952.059999,11159279216.539183
461,2013-02-28,Empresário,Empréstimo com consignação em folha,5132566155.46,9145243962.031033
460,2013-02-28,Empresário,Cartão de crédito,15183006025.82,27053191323.291702
471,2013-02-28,MEI,Veículos,33755.28,60145.40509687789
458,2013-02-28,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,109586535.57000001,195262091.5904436
433,2013-02-28,Aposentado/pensionista,Empréstimo com consignação em folha,26532023848.64,47274954389.84592
459,2013-02-28,Empregado de entidades sem fins lucrativos,Veículos,188237189.62,335402402.9423758
435,2013-02-28,Aposentado/pensionista,Habitacional,4014957551.18,7153880766.579035
436,2013-02-28,Aposentado/pensionista,Outros créditos,3701233575.11,6594885088.589299
437,2013-02-28,Aposentado/pensionista,Rural e agroindustrial,2186171212.78,3895335876.45506
438,2013-02-28,Aposentado/pensionista,Veículos,8075370516.91,14388754323.67725
439,2013-02-28,Autônomo,Cartão de crédito,8171266737.06,14559622910.996956
440,2013-02-28,Autônomo,Empréstimo com consignação em folha,3692896964.89,6580030855.449574
441,2013-02-28,Autônomo,Empréstimo sem consignação em folha,7157527577.11,12753335052.097208
442,2013-02-28,Autônomo,Habitacional,19858842797.45,35384631524.54508
443,2013-02-28,Autônomo,Outros créditos,9771228987.32,17410447365.1742
444,2013-02-28,Autônomo,Rural e agroindustrial,19386597976.87,34543182244.945366
445,2013-02-28,Autônomo,Veículos,16667322858.73,29697957925.95318
434,2013-02-28,Aposentado/pensionista,Empréstimo sem consignação em folha,7438443205.23,13253872575.451223
447,2013-02-28,Empregado de empresa privada,Empréstimo com consignação em folha,12100959579.039999,21561578394.32248
446,2013-02-28,Empregado de empresa privada,Cartão de crédito,15582682761.960001,27765338258.613773
456,2013-02-28,Empregado de entidades sem fins lucrativos,Habitacional,397571402.68,708395636.7454978
455,2013-02-28,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,85632893.87,152581317.3947632
454,2013-02-28,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,112620716.79,200668417.90781495
453,2013-02-28,Empregado de entidades sem fins lucrativos,Cartão de crédito,125414612.62,223464675.18853095
457,2013-02-28,Empregado de entidades sem fins lucrativos,Outros créditos,87489960.58,155890252.4581037
451,2013-02-28,Empregado de empresa privada,Rural e agroindustrial,3462370126.6,6169276446.816184
450,2013-02-28,Empregado de empresa privada,Outros créditos,11504168353.56,20498211418.407696
449,2013-02-28,Empregado de empresa privada,Habitacional,59763965763.92,106487871854.91899
448,2013-02-28,Empregado de empresa privada,Empréstimo sem consignação em folha,10339275491.08,18422596785.42817
452,2013-02-28,Empregado de empresa privada,Veículos,27801141625.62,49536277738.729744
415,2013-03-31,MEI,Empréstimo sem consignação em folha,9053.14,16034.745500322824
407,2013-03-31,Empresário,Empréstimo com consignação em folha,5082481492.58,9001992374.316668
408,2013-03-31,Empresário,Empréstimo sem consignação em folha,13735075888.32,24327299290.28289
409,2013-03-31,Empresário,Habitacional,36326011252.02,64339924652.441475
410,2013-03-31,Empresário,Outros créditos,20694478816.72,36653658408.89758
411,2013-03-31,Empresário,Rural e agroindustrial,48985000788.09,86761280723.60928
406,2013-03-31,Empresário,Cartão de crédito,15109548421.18,26761738309.40711
412,2013-03-31,Empresário,Veículos,24517359269.48,43424669918.51364
413,2013-03-31,MEI,Cartão de crédito,7278.889999999999,12892.228406370034
