,data_base,porte,modalidade,longo_prazo,numero_de_operacoes,longo_prazo_deflacionado
282,2012-10-31,Mais de 2 a 3 salários mínimos,Cartão de crédito,114713797.56,16114862.0,211378991.30804798
293,2012-10-31,Mais de 3 a 5 salários mínimos,Outros créditos,3453026474.2,4507951.0,6362767762.915487
286,2012-10-31,Mais de 2 a 3 salários mínimos,Outros créditos,2514931177.4,4386439.0,4634173279.896196
294,2012-10-31,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,4663762529.46,433685.0,8593747571.314604
309,2012-10-31,Sem rendimento,Veículos,15312821683.04,2039816.0,28216386086.843807
296,2012-10-31,Mais de 5 a 10 salários mínimos,Cartão de crédito,256518719.55,16048243.0,472677823.7966569
297,2012-10-31,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,23571590651.18,4096267.0,43434522798.066826
298,2012-10-31,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,8507643484.74,4163222.0,15676728837.019136
299,2012-10-31,Mais de 5 a 10 salários mínimos,Habitacional,38393601746.229996,516657.0,70746509856.9003
300,2012-10-31,Mais de 5 a 10 salários mínimos,Outros créditos,5003807762.56,4033572.0,9220336699.219578
301,2012-10-31,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,6954193223.68,468794.0,12814241880.65857
302,2012-10-31,Mais de 5 a 10 salários mínimos,Veículos,21501170887.93,2235364.0,39619434722.79735
303,2012-10-31,Sem rendimento,Cartão de crédito,150561946.27,14215393.0,277435086.3529125
304,2012-10-31,Sem rendimento,Empréstimo com consignação em folha,10625716470.5,4346220.0,19579625792.48433
305,2012-10-31,Sem rendimento,Empréstimo sem consignação em folha,1794133121.38,1945230.0,3305984611.5834928
306,2012-10-31,Sem rendimento,Habitacional,855502892.03,10787.0,1576404427.582785
307,2012-10-31,Sem rendimento,Outros créditos,1008320862.4499999,1547044.0,1857996608.5427709
308,2012-10-31,Sem rendimento,Rural e agroindustrial,6776861978.41,300742.0,12487479969.27675
280,2012-10-31,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,2737597871.58,361588.0,5044473193.374764
295,2012-10-31,Mais de 3 a 5 salários mínimos,Veículos,20313377467.04,2605941.0,37430730482.06518
279,2012-10-31,Mais de 1 a 2 salários mínimos,Outros créditos,2254120576.54,5840872.0,4153586960.6838317
277,2012-10-31,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,2302198008.34,5001483.0,4242177516.0897765
278,2012-10-31,Mais de 1 a 2 salários mínimos,Habitacional,18897253277.350002,586651.0,34821289341.1507
248,2012-10-31,Acima de 20 salários mínimos,Cartão de crédito,134404687.69,6926224.0,247662686.74982756
249,2012-10-31,Acima de 20 salários mínimos,Empréstimo com consignação em folha,11897977669.99,798582.0,21923975772.598118
250,2012-10-31,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,9168091117.88,1589734.0,16893711950.42275
251,2012-10-31,Acima de 20 salários mínimos,Habitacional,36808655847.43,207733.0,67825987021.0057
252,2012-10-31,Acima de 20 salários mínimos,Outros créditos,7374241356.42,1914241.0,13588249475.978302
253,2012-10-31,Acima de 20 salários mínimos,Rural e agroindustrial,23848511540.38,583243.0,43944794966.5094
254,2012-10-31,Acima de 20 salários mínimos,Veículos,14362366724.06,1171751.0,26465016898.60084
255,2012-10-31,Até 1 salário mínimo,Cartão de crédito,36930381.33,6248274.0,68050286.19224247
257,2012-10-31,Até 1 salário mínimo,Empréstimo sem consignação em folha,1782878249.89,2250902.0,3285245664.4519277
258,2012-10-31,Até 1 salário mínimo,Habitacional,6778710222.78,284776.0,12490885662.741104
259,2012-10-31,Até 1 salário mínimo,Outros créditos,1251120206.23,3157649.0,2305394231.7591805
260,2012-10-31,Até 1 salário mínimo,Rural e agroindustrial,1816916518.4,225969.0,3347966758.3094735
261,2012-10-31,Até 1 salário mínimo,Veículos,2855519089.59,394178.0,5261762383.05339
262,2012-10-31,Indisponível,Empréstimo com consignação em folha,146159895.35,44908.0,269323585.35697013
256,2012-10-31,Até 1 salário mínimo,Empréstimo com consignação em folha,11018100932.1,8490999.0,20302658535.381516
264,2012-10-31,Indisponível,Habitacional,553635387.52,14536.0,1020164027.8294162
263,2012-10-31,Indisponível,Empréstimo sem consignação em folha,174297.22,223.0,321171.2220766351
275,2012-10-31,Mais de 1 a 2 salários mínimos,Cartão de crédito,121973984.46000001,24730622.0,224757076.7369365
274,2012-10-31,Mais de 10 a 20 salários mínimos,Veículos,11138403812.51,933837.0,20524336328.75435
273,2012-10-31,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,5910840262.38,286343.0,10891692882.814558
272,2012-10-31,Mais de 10 a 20 salários mínimos,Outros créditos,4706180640.06,2007099.0,8671909898.97298
271,2012-10-31,Mais de 10 a 20 salários mínimos,Habitacional,39613706011.58,345592.0,72994752129.28638
276,2012-10-31,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,13829090134.16,8187824.0,25482367295.336697
269,2012-10-31,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,15695867951.98,1523985.0,28922211677.793304
268,2012-10-31,Mais de 10 a 20 salários mínimos,Cartão de crédito,190378346.66,9455986.0,350803336.12734324
267,2012-10-31,Indisponível,Veículos,1360731232.46,231194.0,2507370529.7595916
266,2012-10-31,Indisponível,Rural e agroindustrial,559767636.85,18991.0,1031463703.2424533
265,2012-10-31,Indisponível,Outros créditos,1647527.16,3161.0,3035839.07638715
270,2012-10-31,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,7586801563.77,1954831.0,13979926529.458918
202,2012-11-30,Indisponível,Habitacional,545080427.27,14163.0,998508669.7751323
203,2012-11-30,Indisponível,Outros créditos,1493828.7999999998,2307.0,2736478.7531087277
204,2012-11-30,Indisponível,Rural e agroindustrial,533716209.82,18614.0,977691063.6360403
205,2012-11-30,Indisponível,Veículos,1259950110.35,221045.0,2308046750.0357285
206,2012-11-30,Mais de 10 a 20 salários mínimos,Cartão de crédito,219113202.64000002,10498466.0,401383762.0147418
207,2012-11-30,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,15687208089.66,1521731.0,28736701041.61196
210,2012-11-30,Mais de 10 a 20 salários mínimos,Outros créditos,4837755440.18,2220811.0,8862069719.628336
209,2012-11-30,Mais de 10 a 20 salários mínimos,Habitacional,40814996745.66,351916.0,74767183095.34564
211,2012-11-30,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,5745814505.23,281171.0,10525502864.093819
212,2012-11-30,Mais de 10 a 20 salários mínimos,Veículos,11658646062.06,978589.0,21356956860.680374
213,2012-11-30,Mais de 1 a 2 salários mínimos,Cartão de crédito,125997945.46,22918280.0,230810050.44663906
201,2012-11-30,Indisponível,Empréstimo sem consignação em folha,315297.44,201.0,577579.4023181063
208,2012-11-30,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,8143149138.77,2032596.0,14917073898.722359
200,2012-11-30,Indisponível,Empréstimo com consignação em folha,137031437.94,42006.0,251021816.17515156
216,2012-11-30,Mais de 1 a 2 salários mínimos,Habitacional,19874581857.35,597207.0,36407365408.64554
198,2012-11-30,Até 1 salário mínimo,Rural e agroindustrial,1845329371.96,224997.0,3380377067.878202
197,2012-11-30,Até 1 salário mínimo,Outros créditos,1346718816.32,3169240.0,2466994495.8026085
196,2012-11-30,Até 1 salário mínimo,Habitacional,7539914986.88,290596.0,13812035998.933207
195,2012-11-30,Até 1 salário mínimo,Empréstimo sem consignação em folha,1446935428.53,2137502.0,2650576864.827226
194,2012-11-30,Até 1 salário mínimo,Empréstimo com consignação em folha,10651958988.17,8342526.0,19512851439.276543
193,2012-11-30,Até 1 salário mínimo,Cartão de crédito,30645586.93,6216233.0,56138292.09243491
192,2012-11-30,Acima de 20 salários mínimos,Veículos,12470103954.54,941528.0,22843430599.715202
191,2012-11-30,Acima de 20 salários mínimos,Rural e agroindustrial,23860870405.42,578368.0,43709670676.52777
190,2012-11-30,Acima de 20 salários mínimos,Outros créditos,7570314092.86,1372647.0,13867722773.500526
189,2012-11-30,Acima de 20 salários mínimos,Habitacional,35777823012.67,192453.0,65539807845.88967
188,2012-11-30,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,8825603873.8,988916.0,16167232472.69552
187,2012-11-30,Acima de 20 salários mínimos,Empréstimo com consignação em folha,11605323090.25,668969.0,21259276872.5782
186,2012-11-30,Acima de 20 salários mínimos,Cartão de crédito,164779123.31,6174132.0,301851570.87190855
214,2012-11-30,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,14252897097.2,8307937.0,26109250321.54479
199,2012-11-30,Até 1 salário mínimo,Veículos,2865537139.3199997,403601.0,5249250448.239547
215,2012-11-30,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,2419985128.24,4978507.0,4433063471.709649
225,2012-11-30,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,2748372182.78,307764.0,5034621158.604338
217,2012-11-30,Mais de 1 a 2 salários mínimos,Outros créditos,2325886671.34,5829855.0,4260688680.1624746
247,2012-11-30,Sem rendimento,Veículos,15376226256.050001,2048030.0,28167027207.31679
246,2012-11-30,Sem rendimento,Rural e agroindustrial,8169180269.77,330424.0,14964759173.568373
245,2012-11-30,Sem rendimento,Outros créditos,1111313947.19,1538452.0,2035766752.2000046
244,2012-11-30,Sem rendimento,Habitacional,859074473.75,11229.0,1573700443.287033
243,2012-11-30,Sem rendimento,Empréstimo sem consignação em folha,1373751824.51,1956192.0,2516515065.056963
242,2012-11-30,Sem rendimento,Empréstimo com consignação em folha,11049354834.19,4357677.0,20240823271.93059
241,2012-11-30,Sem rendimento,Cartão de crédito,83356102.86,12895718.0,152696349.41991726
240,2012-11-30,Mais de 5 a 10 salários mínimos,Veículos,22108081652.55,2313789.0,40498814666.17592
239,2012-11-30,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,7049275347.38,479841.0,12913254994.76146
237,2012-11-30,Mais de 5 a 10 salários mínimos,Habitacional,39622329187.53,526295.0,72582388269.89789
236,2012-11-30,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,8860368279.539999,4327351.0,16230915846.36723
235,2012-11-30,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,24329285328.14,4203543.0,44567739207.314125
234,2012-11-30,Mais de 5 a 10 salários mínimos,Cartão de crédito,280607302.28,17054694.0,514032076.93972576
233,2012-11-30,Mais de 3 a 5 salários mínimos,Veículos,20719593085.96,2678649.0,37955304016.62362
238,2012-11-30,Mais de 5 a 10 salários mínimos,Outros créditos,5147114250.34,4230899.0,9428770409.218626
231,2012-11-30,Mais de 3 a 5 salários mínimos,Outros créditos,3567751248.4700003,4635075.0,6535605343.674787
218,2012-11-30,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,2821712958.84,366519.0,5168970874.8668
232,2012-11-30,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,4817891169.27,444936.0,8825681242.387028
220,2012-11-30,Mais de 2 a 3 salários mínimos,Cartão de crédito,116920379.09,15799729.0,214181259.04735738
221,2012-11-30,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,11372769400.65,4544835.0,20833272078.35584
222,2012-11-30,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,2475268774.9700003,3639317.0,4534335133.275563
223,2012-11-30,Mais de 2 a 3 salários mínimos,Habitacional,29598484404.59,676830.0,54220151397.12166
224,2012-11-30,Mais de 2 a 3 salários mínimos,Outros créditos,2622537834.7200003,4575024.0,4804110794.982028
219,2012-11-30,Mais de 1 a 2 salários mínimos,Veículos,11916291673.03,2086500.0,21828926433.265347
226,2012-11-30,Mais de 2 a 3 salários mínimos,Veículos,14931058573.92,2423759.0,27351544265.95202
230,2012-11-30,Mais de 3 a 5 salários mínimos,Habitacional,34418181303.49,627933.0,63049140475.564835
227,2012-11-30,Mais de 3 a 5 salários mínimos,Cartão de crédito,177830744.12,17167548.0,325760256.41887134
228,2012-11-30,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,19168192685.11,5370416.0,35113362400.22796
229,2012-11-30,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,4840202338.75,4485583.0,8866552084.640856
79,2012-12-31,Indisponível,Outros créditos,1398643.48,1664.0,2546830.140627046
80,2012-12-31,Indisponível,Rural e agroindustrial,509753061.87,18321.0,928224011.9172038
81,2012-12-31,Indisponível,Veículos,1157865817.7,210738.0,2108391170.078697
82,2012-12-31,Mais de 10 a 20 salários mínimos,Cartão de crédito,218910021.1,10891074.0,398619553.7284331
83,2012-12-31,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,15452675798.64,1515175.0,28138221812.83429
85,2012-12-31,Mais de 10 a 20 salários mínimos,Habitacional,41574140580.1,354736.0,75703548341.04303
77,2012-12-31,Indisponível,Empréstimo sem consignação em folha,296982.3,180.0,540783.61189854
86,2012-12-31,Mais de 10 a 20 salários mínimos,Outros créditos,4902948905.32,1995238.0,8927920680.703674
87,2012-12-31,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,5880823805.53,273083.0,10708561212.211742
88,2012-12-31,Mais de 10 a 20 salários mínimos,Veículos,11617437569.24,979233.0,21154526211.49275
89,2012-12-31,Mais de 1 a 2 salários mínimos,Cartão de crédito,128276236.44,24391583.0,233581888.42491397
90,2012-12-31,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,14579841501.27,8469198.0,26548852736.223755
84,2012-12-31,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,8153770931.79,1892481.0,14847436009.104654
76,2012-12-31,Indisponível,Empréstimo com consignação em folha,126556807.96,39848.0,230450931.65134323
78,2012-12-31,Indisponível,Habitacional,532536135.36,13843.0,969710365.7237171
74,2012-12-31,Até 1 salário mínimo,Rural e agroindustrial,2017599923.95,250595.0,3673905731.890085
73,2012-12-31,Até 1 salário mínimo,Outros créditos,1467513503.11,3150952.0,2672237546.5531287
72,2012-12-31,Até 1 salário mínimo,Habitacional,8458947890.07,300525.0,15403141509.960659
71,2012-12-31,Até 1 salário mínimo,Empréstimo sem consignação em folha,1374579231.78,2008868.0,2503010858.905426
70,2012-12-31,Até 1 salário mínimo,Empréstimo com consignação em folha,10400893128.34,7978346.0,18939285448.709946
69,2012-12-31,Até 1 salário mínimo,Cartão de crédito,30908367.330000002,6801875.0,56281935.06011718
68,2012-12-31,Acima de 20 salários mínimos,Veículos,12171670035.27,925104.0,22163744049.76506
67,2012-12-31,Acima de 20 salários mínimos,Rural e agroindustrial,26554032442.5,597547.0,48353001423.74197
66,2012-12-31,Acima de 20 salários mínimos,Outros créditos,7745394716.72,1217387.0,14103812013.334503
65,2012-12-31,Acima de 20 salários mínimos,Habitacional,36168090667.09,192993.0,65859516565.20543
64,2012-12-31,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,8696553340.89,927626.0,15835804109.385677
63,2012-12-31,Acima de 20 salários mínimos,Empréstimo com consignação em folha,11066738154.33,654256.0,20151741807.622746
62,2012-12-31,Acima de 20 salários mínimos,Cartão de crédito,164723708.93,6450285.0,299950139.38705844
91,2012-12-31,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,2446687829.57,4829057.0,4455244240.694022
75,2012-12-31,Até 1 salário mínimo,Veículos,3025035896.84,415090.0,5508374870.879089
92,2012-12-31,Mais de 1 a 2 salários mínimos,Habitacional,20927578545.79,608909.0,38107629694.708115
109,2012-12-31,Mais de 3 a 5 salários mínimos,Veículos,20534463520.16,2678638.0,37391795237.7328
94,2012-12-31,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,3218280589.75,391352.0,5860259690.318139
93,2012-12-31,Mais de 1 a 2 salários mínimos,Outros créditos,2410526368.71,5623269.0,4389396796.535234
122,2012-12-31,Sem rendimento,Rural e agroindustrial,6386112788.99,304553.0,11628656455.355999
121,2012-12-31,Sem rendimento,Outros créditos,1208447479.15,1953080.0,2200496772.246773
120,2012-12-31,Sem rendimento,Habitacional,905026167.93,12344.0,1647988179.6183815
119,2012-12-31,Sem rendimento,Empréstimo sem consignação em folha,1675528760.36,1908508.0,3051018511.431032
118,2012-12-31,Sem rendimento,Empréstimo com consignação em folha,11497783439.16,4459867.0,20936644564.52847
117,2012-12-31,Sem rendimento,Cartão de crédito,92193439.08,13696482.0,167877684.8958016
116,2012-12-31,Mais de 5 a 10 salários mínimos,Veículos,22247819281.26,2333395.0,40511694022.7945
115,2012-12-31,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,7368625294.37,480548.0,13417741735.505287
114,2012-12-31,Mais de 5 a 10 salários mínimos,Outros créditos,5218836045.49,3946990.0,9503128659.810286
113,2012-12-31,Mais de 5 a 10 salários mínimos,Habitacional,40534450087.87,531959.0,73810346020.08078
